CO2 emissions by region
scenario,region,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2019-2-7T08:10:08-07:00",Africa_Eastern,6.906377867000001,11.301688980499991,15.651111086699995,20.92536031957,28.94163480231936,38.67505219359777,50.84282414656998,66.177489101,87.33404476130005,115.2446349293,150.62188176080008,194.32597140040033,245.03961970532984,302.6162835915602,366.6945214155997,435.0314753466004,501.02558915760034,568.6111538034002,642.6021265672995,710.8760652113,781.2290619399995,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Africa_Northern,62.297787179900006,105.59285958900001,126.649652422,133.4427624086701,153.78425604688,180.40661553315996,207.08019905772994,232.86271107297003,258.2279652784199,283.16331757605786,307.03766897702974,331.8597663393455,352.87594239654237,374.3329639720029,393.0171119481409,408.99096112867096,422.7366849536501,447.64256392842026,458.78229425976,466.37267893544026,473.6059113836902,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Africa_Southern,10.111302708,11.363180918000005,14.666338539999996,27.9231595681,37.5262001522,49.540560356,63.429472527700014,79.5930630599,100.80584931199995,128.67792177500007,163.70350473599999,206.72512729400003,256.07260443546306,310.84521636799604,369.43523465171916,426.29015285058705,484.02845167181647,543.8771229869205,599.1973803106258,650.2302037226283,698.8224776881589,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Africa_Western,17.333682469479996,31.757569831910015,32.59305566743001,45.84230679603001,58.68287511290002,83.38239137920006,115.8594563400001,157.17812730629993,211.18629566539985,280.65884236019485,366.490370562092,470.37998041718413,588.3993090169025,721.1172171534445,863.4690388869188,1009.8634884673,1147.6601039557004,1290.9130959992008,1428.0585249703001,1544.6506129878,1665.1154282947991,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Argentina,28.640861928999996,41.99176841199999,48.41731347,53.90328535700001,52.642200715300014,58.46897094906,63.359249221929986,67.45434678759003,70.62856745227,73.43949621100006,76.14464018503001,79.07040341559005,79.69230006380059,82.6405720156517,84.6447765908094,86.05732034649243,88.78838870603457,103.42359794367303,103.55773192656801,101.10151998223996,97.10785939162005,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Australia_NZ,81.542226,115.88202372000002,120.21075021999997,131.50025171000001,141.03928896200006,148.94320443100008,155.92082392400002,161.7057075917001,169.0907234225999,175.11654689444,180.8185882688585,186.83858832089425,194.3574899666081,202.21435024293135,209.10807845912842,210.68427796861488,217.05686295372615,245.11537461957627,248.90101682423247,248.55822305606324,247.0743709165507,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Brazil,58.932497143999996,97.32817794,116.01479959999998,143.19053536500002,155.377501488,179.80812431899997,200.51998616400007,218.578239283,236.45166067900007,252.76846377299995,267.0796414929998,280.221112527,291.404662136,301.65220906800016,310.28635927917264,316.5309859347391,322.34943846373574,340.1607082586107,341.8537983499182,340.64243474478286,340.10379081050434,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Canada,120.74302437999998,153.42981811000004,146.39000999,150.34275946000002,156.2504237730001,161.16318714799996,165.2913182518,168.47665155099997,173.05044889539985,176.75514059829993,179.70039909479996,184.0351818634259,187.83569986206595,193.12049277566786,198.30344288774688,199.08447383294708,204.19555732944147,227.14955120932092,230.1098993164691,229.47626349339023,228.52721211868706,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Central America and Caribbean,29.630500087399987,48.53746016550001,54.674001431899995,63.020799650080015,70.71223669835,79.27213319373664,87.62326115845714,95.56496783219504,103.69324996705798,112.41197417351806,121.08651529136098,130.04670693661598,136.5638717400771,144.44063320636994,152.10864419508997,159.67581017281998,167.0415880571101,177.10798331315993,181.57763343139018,185.35028568222998,190.08791432487013,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Central Asia,158.75729765099993,106.66545823199998,129.56372575899994,147.00426590170008,162.50516065059998,180.01631702989988,192.95568590009998,202.17056954150004,208.65876561900006,213.03528255329977,215.04533243739988,216.60364676269998,214.1118265280001,215.51541291360016,216.2968795727002,212.64796288237474,214.1720634292581,233.48712453030586,234.63211110464513,233.22755590786502,233.60958825127105,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",China,708.1915539170204,1764.8886702578,2385.332250006002,2767.6708347299996,3055.562720332499,3336.551589090698,3528.961916082898,3617.3147613117953,3644.440867576553,3621.9384620988567,3557.8310251101543,3478.4136771513336,3395.505856866235,3306.292384862127,3191.4704218141987,2969.497157851421,2780.0265146795596,2619.471005819309,2439.4750146875967,2276.8676693355783,2139.2706223418663,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",Colombia,15.045252171999993,17.59102291699999,20.133839106999996,28.368370576000004,29.8649326643,32.907889659999974,36.80110341900002,40.94574221800001,44.95795021023133,49.27184968086256,53.99475498011043,59.16978520313541,64.27226329957236,69.81686850139006,75.33581542597301,76.83269081973658,83.19530654473932,98.90488684114003,100.06336938296006,99.02587783788002,99.35631163301002,MTC,
"Reference,date=2019-2-7T08:10:08-07:00",EU-12,279.75644086170007,206.46867871573994,202.06303304876,231.70246168123006,249.19820863516998,262.49721553727,272.3696228243509,277.97820232979984,281.03439840710007,281.19538324590013,280.3956397022003,280.5396627735997,281.58803320383004,282.4844486670199,280.65399327120014,270.9087077877745,265.19496728130724,269.48456399276677,258.92881170704294,246.1932102102941,236.26461699264507,MTC,
